Utterance,Emotion,label
"Oh, I cannot wait to read the front page of the Post tomorrow!",joy,1
"""Restaurant reviewer admits: I was wrong about Monica.""",joy,1
"The front page? You really do live in your own little world, don’t ya?",sadness,0
"Oh, I cannot wait to read the front page of the Post tomorrow!",joy,1
"""Restaurant reviewer admits: I was wrong about Monica.""",joy,1
Well then let me do it!,joy,1
Joe,joy,1
Everyone knows I’m an ass man!,joy,1
"Yeah and the most important thing is that it won’t be some like, stranger up there who barely knows you.",joy,1
It’ll be me!,joy,1
And I swear I’ll do a really good job.,joy,1
"Plus, y’know I love you guys and-and it would really mean a lot to me.",joy,1
We’re never gonna find anybody.,sadness,0
We’re never gonna find anybody.,sadness,0
Well then let me do it!,joy,1
Everyone knows I’m an ass man!,joy,1
"Yeah and the most important thing is that it won’t be some like, stranger up there who barely knows you.",joy,1
It’ll be me!,joy,1
And I swear I’ll do a really good job.,joy,1
"Plus, y’know I love you guys and-and it would really mean a lot to me.",joy,1
It might be kinda cool.,joy,1
So I can do it?,joy,1
Hurry up.,sadness,0
Hurry up.,sadness,0
"Oh, I’m so sorry.",sadness,0
"Um, and maybe I’m wrong!",sadness,0
Crazy lady thinks her mother is in a cat.,sadness,0
Crazy lady thinks her mother is in a cat.,sadness,0
Crazy lady thinks her mother is in a cat.,sadness,0
"He is right, isn’t he?",joy,1
"He is right, isn’t he?",joy,1
Seven hundred bucks!,joy,1
"Alright, you did it! Do we have any fruit?",joy,1
"Man, hell of a two weeks, huh? Y'know what, though? I really feel like I learned something.",joy,1
"Nice,  thank you.",joy,1
Your eyes are very pretty.,joy,1
"Thank you, very much! Oh!  Thank you!",joy,1
No-no-no-no!!,joy,1
What is the thing?,sadness,0
"Okay. I went down to the ‘Mattress King’ showroom and, and I saw Janice, kissing her ex-husband.",sadness,0
"Well she, she wouldn’t do that, she’s with, she’s with me.",sadness,0
Hey! Are those crab cakes?  Did I not tell ya to come straight to me when more crab cakes were ready?,joy,1
Hey! Are those crab cakes?  Did I not tell ya to come straight to me when more crab cakes were ready?,joy,1
Speech! Speech! Let’s hear from the birthday girl! Huh?,joy,1
Pheebs!!,joy,1
Don’t you see? Everyone’s looking at me! The plan’s working! I didn’t even have to take off my top yet!,joy,1
Don’t you see? Everyone’s looking at me! The plan’s working! I didn’t even have to take off my top yet!,joy,1
Speech! Come on Monica!,joy,1
Speech! Come on Monica!,joy,1
Come on!,joy,1
Come on!,joy,1
Come on! Speech!,joy,1
Come on! Speech!,joy,1
"Oh-ho, I think it’s nice.",joy,1
Well it’s just while Monica and I were dancing to them it was…the first time I knew that…you were the woman I wanted to dance all my dances with.,joy,1
Well it’s just while Monica and I were dancing to them it was…the first time I knew that…you were the woman I wanted to dance all my dances with.,joy,1
A $200 an hour electrician couldn’t figure out what it did.,sadness,0
I’ve had seven pretty serious shocks.,sadness,0
Thank God.,joy,1
"I guess Joey was right, it does nothing.",joy,1
A $200 an hour electrician couldn’t figure out what it did.,sadness,0
I’ve had seven pretty serious shocks.,sadness,0
"I guess Joey was right, it does nothing.",joy,1
Are there no conscious men in the city for you two?,sadness,0
"Oh, she's coming up! She's coming up!",joy,1
"No way, forget it.",joy,1
"Chandler, I gotta tell you, I love your mom's books!",joy,1
I love her books!,joy,1
I cannot get on a plane without one!,joy,1
"I mean, this is so cool!",joy,1
"Oh, she's coming up! She's coming up!",joy,1
"Chandler, I gotta tell you, I love your mom's books!",joy,1
I love her books!,joy,1
I cannot get on a plane without one!,joy,1
"I mean, this is so cool!",joy,1
"No way, forget it.",joy,1
"Chandler, I gotta tell you, I love your mom's books!",joy,1
I love her books!,joy,1
I cannot get on a plane without one!,joy,1
"I mean, this is so cool!",joy,1
"C'mon, Chandler, I love your mom. I think she's a blast.",joy,1
"I don’t know!   Yeah, I do.",joy,1
Wow! This place is incredible!  Sting’s pen…that he gave to Phoebe.  Come on! Secret passageway!,joy,1
He was unbelievable.,joy,1
"He was like that-that-that Bugs Bunny cartoon where Bugs is playing all the positions, right, but instead of Bugs it was first base-Alan, second base-Alan, third base-...",joy,1
WE WON!! Thank you! Yes!,joy,1
He was unbelievable.,joy,1
"He was like that-that-that Bugs Bunny cartoon where Bugs is playing all the positions, right, but instead of Bugs it was first base-Alan, second base-Alan, third base-...",joy,1
WE WON!! Thank you! Yes!,joy,1
He was unbelievable.,joy,1
"He was like that-that-that Bugs Bunny cartoon where Bugs is playing all the positions, right, but instead of Bugs it was first base-Alan, second base-Alan, third base-...",joy,1
He was unbelievable.,joy,1
"He was like that-that-that Bugs Bunny cartoon where Bugs is playing all the positions, right, but instead of Bugs it was first base-Alan, second base-Alan, third base-...",joy,1
"I mean, it-it was like, it was like he made us into a team.",joy,1
"Well, no. That's impossible. You can never be too Alan.",joy,1
"Yeah, it's his, uh, innate Alan-ness that-that-that we adore.",joy,1
"I mean, it-it was like, it was like he made us into a team.",joy,1
"Yep, we sure showed those Hassidic jewellers a thing or two about softball..",joy,1
"Yep, we sure showed those Hassidic jewellers a thing or two about softball..",joy,1
"Well, no. That's impossible. You can never be too Alan.",joy,1
He was unbelievable.,joy,1
"He was like that-that-that Bugs Bunny cartoon where Bugs is playing all the positions, right, but instead of Bugs it was first base-Alan, second base-Alan, third base-...",joy,1
"Yeah, it's his, uh, innate Alan-ness that-that-that we adore.",joy,1
I personally could have a gallon of Alan.,joy,1
"Well I had a great time! Learned how to bake, ate great food, that’s the first A I’ve gotten since seventh grade,",joy,1
"All right! But uh, listen, what do you say we crank it up a notch?",joy,1
"Okay, but be careful okay, because I wanna get our security deposit back.",joy,1
"Yeah, I think we said good-bye to that when we invented hammer darts.",joy,1
"Hey, Rach. How was it with your friends?  Okay! How would you like some Tiki Death Punch?",joy,1
"Here we go. Mona umm, I think it’s time we-we had a conversation about-about where things are with us.",joy,1
"Aw, we-we are so… So umm, well I-I-I like you and I-I love umm, y’know hanging out with you.",joy,1
And I mean-I’m having a lot of fun.,joy,1
"It’s gotta be, it’s gotta be going somewhere right?",joy,1
And-and the answer is…is it’s going somewhere…fun.,joy,1
"I’m sorry, so umm, so where are we?",sadness,0
Not your name!,sadness,0
"In fact—yes,  I’m, I’m sorry.",sadness,0
"Look, I just saw my best friends brains smeared across the canvas, that’s not gonna be me, not me.",sadness,0
Well I was just so excited to see you.,sadness,0
No-no it’s not!,sadness,0
It’s-it’s like I was saying to Ursula when I was making love to her and I thought she was you—Yeah it is too weird.,sadness,0
So I guess this is it.,sadness,0
Yeah.  Maybe it’s for the best. You smell just like her.,sadness,0
Hey!,joy,1
Manhattan does not have enough stores.,sadness,0
"Okay, we have to talk. I’m just getting out of a very serious relationship",sadness,0
"Okay, we have to talk. I’m just getting out of a very serious relationship",sadness,0
Right! I just think that this is happening too soon.,joy,1
"Oh, too soon, too schmoon. Face it honey, I am not letting you get away this time.",sadness,0
"Too London? No-no, Rome? Vienna? Ooh-ooh, Barcelona?",joy,1
"Ugh, well I will just have to soak up every once of Chandler Bing until that moment comes.",sadness,0
But I do know that it’s some time tomorrow.,joy,1
"Ooh, this is it!  Oh, that’s him! That’s him!",joy,1
Great! Go get him.,joy,1
"But lately all the guys I meet seem really nice at first, then they turn out to be the biggest jerks.",sadness,0
You do attract some stinkers.,sadness,0
Really.,joy,1
Really.,joy,1
Really.,joy,1
Really.,joy,1
Of course! Joey wouldn’t let you have one?,sadness,0
"No. When it comes to sweets, he’s surprisingly strict.",sadness,0
"I can get out, ""Joey, I have too…"" but then I lose my nerve and I always finish with, ""…go to the bathroom.""",sadness,0
"Oh, so that’s this is gonna work now? You’re just gonna order me around all the time?",joy,1
"I can get out, ""Joey, I have too…"" but then I lose my nerve and I always finish with, ""…go to the bathroom.""",sadness,0
Hey Monica!,joy,1
Hey Monica!,joy,1
Hi!,joy,1
I missed this.,joy,1
Yes! Yes! Yes! Yes! Awww!,joy,1
Hey! Ross!,joy,1
And it’ll be cool to see it again! Yeah!,joy,1
And it’ll be cool to see it again! Yeah!,joy,1
"Good for you! And hey, I thought your paper on punctuated equilibrium    in the Devonian era was top notch!",joy,1
Hey!,joy,1
Hey!,joy,1
Hey!,joy,1
I'm gonna do it.,joy,1
"Oh, hey, Gunther, check this out.",joy,1
"Yeah, that-that Chandler cracks me up.",joy,1
"Yeah, that-that Chandler cracks me up.",joy,1
"Okay, but I don’t see you asking any other paying customers to put on aprons.",sadness,0
Sure.  Coffee? ‘Cause I’m going up there.,joy,1
Sure.  Coffee? ‘Cause I’m going up there.,joy,1
"Okay, but I don’t see you asking any other paying customers to put on aprons.",sadness,0
"This is crazy! I mean, it's such a stupid argument. I don't even wanna see Richard again.",sadness,0
He's probably up in your room!,sadness,0
Y'know what? You're right Phoebe. You're right. Thank you!,joy,1
"Sure!   Yeah! Las Vegas, number one!",joy,1
Comin' out. Place your bet.  Dice are out.  Double or nothin'! Pay the front line!,joy,1
But I have to tell him how I feel!,sadness,0
That’s not why you’re going!,sadness,0
"You’re going because you hope he’s gonna say, ""Yeah, I love you too, Rach.",sadness,0
"Forget that British chippy.""",sadness,0
No!,sadness,0
Because he’s in love with the British chippy!,sadness,0
You missed you’re chance!,sadness,0
"I’m sorry, I know this must be really hard, it’s over.",sadness,0
"I do! I do! I do!  I do!  Ugh, like I can really chase you. I’m carrying a litter.",joy,1
Well…did you know he was gonna ask me?,joy,1
I’m like the one who talked him into it.,joy,1
I  like to think of myself as the puppet master of the group.,sadness,0
And you really think this is a good idea?,sadness,0
I just don’t know! It just doesn’t feel right.,sadness,0
Especially Ross!,joy,1
"There he goes, your fiancée.",joy,1
I’m like the one who talked him into it.,joy,1
I  like to think of myself as the puppet master of the group.,sadness,0
Especially Ross!,joy,1
I’m like the one who talked him into it.,joy,1
I  like to think of myself as the puppet master of the group.,sadness,0
"There he goes, your fiancée.",joy,1
"Oh, that is so unfortunate.",sadness,0
Cute naked guy is really starting to put on weight.,joy,1
Bye-bye!  That’s why I moved out.,joy,1
Cute naked guy is really starting to put on weight.,joy,1
Bye-bye!  That’s why I moved out.,joy,1
I can write an epic poem about this lip.,joy,1
"How would that go?  Well, it didn't rhyme, but I liked it.",joy,1
"I know honey, I’m sorry.",sadness,0
"Oh, I wanna quit, but then I think I should stick it out, then I think why would such a person stay in such a demeaning job, just because it’s remotely related to the field they’re interested in.",sadness,0
"Gee, I don’t know Rach. Order up!! I got a Yentel soup, a James Beans, and a Howdy hold the Dowdy!",joy,1
"Oh honey, come on, I’m sorry, I didn’t....",sadness,0
"Oh well then, so I’m just going to go back to talking to my friend here.",joy,1
And you can go back to enjoying your little hamburger.,joy,1
"Oh honey, come on, I’m sorry, I didn’t....",sadness,0
"Oh well then, so I’m just going to go back to talking to my friend here.",joy,1
And you can go back to enjoying your little hamburger.,joy,1
Yes?!,joy,1
"Where?  Ooh, come to Momma.",joy,1
We should do something. Whistle.,joy,1
Do it!,joy,1
Do it do it do it!,joy,1
Woo-woo!,joy,1
I don’t see any reason why I would do that to myself again.,joy,1
"Spoon?  So, what do you think?",joy,1
I don’t see any reason why I would do that to myself again.,joy,1
Thata girl! Huh? We should get out of here.. there’s a new class comin’ in.,joy,1
"Spoon?  So, what do you think?",joy,1
Thata girl! Huh? We should get out of here.. there’s a new class comin’ in.,joy,1
Okay.,joy,1
Olé!,joy,1
"Well, you said that you had customers lined up in the street,    so I am here to entertain!",joy,1
Great!,joy,1
Yeah!,joy,1
"It really has been great too, you know, some of this people    must have seen me play before because they were requesting a bunch of my songs!",joy,1
"Yeah, ""You suck"" and ""shut up and go home"".",joy,1
Listen Phoebe...,joy,1
"I'm so bored! Stupid rain, we... we can't do anything.",sadness,0
"Hey, it hasn't come to that yet.",joy,1
Hey hey hey! Don't mind if I do!,joy,1
We can't. We're not pharmacists!,sadness,0
And... that's the most sex I'm gonna have this weekend.,joy,1
"Hey, it hasn't come to that yet.",joy,1
Hey hey hey! Don't mind if I do!,joy,1
"We heard about your pants, I'm so sorry.",sadness,0
"We heard about your pants, I'm so sorry.",sadness,0
"Hey, hey, look. Look Ross, Ben drew a picture of you!  Huh? You're-you're a cowboy!",joy,1
"Oh, be-because of the leather pants.",sadness,0
"See? Ben doesn't think you're a loser, he thinks you're a cowboy! Now that's something.",joy,1
Maybe I should get another pair!,joy,1
"Ooh, y'know, they-they had some with fringe all down the sides.",joy,1
